,word,file_path,saved
17914,కాదా,,False
17915,కాదాచిత్కము,,False
17916,కాదారి,,False
17917,కాదె,,False
17918,కాద్రవేయుడు,,False
17919,కాన,,False
17920,కానందుకు,,False
17921,కాననము,,False
17922,కాననివాడు,,False
17923,కాననీడు,,False
17924,కాననౌకసము,,False
17925,కానబట్టు,,False
17926,కానమి,,False
17927,కానరీ దీవులు,,False
17928,కానరు,,False
17929,కానలు,,False
17930,కానవచ్చు,,False
17931,కానాల,,False
17932,కాని,,False
17933,కాని విశ్వనాధ్ ఆలయము,,False
17934,కానిక,,False
17935,కానికపెట్టు,,False
17936,కానికీ,,False
17937,కానితనము,,False
17938,కానిది,,False
17939,కానిపించు,,False
17940,కానివాడు,,False
17941,కానీ,,False
17942,కానీనుడు,,False
17943,కానీమి,,False
17944,కాను,,False
17945,కానుక,,False
17946,కానుకలు,,False
17947,కానుకొలను,,False
17948,కానుగ చెట్టు,,False
17949,కానుగ నూనె,,False
17950,కానుగచెట్టు,,False
17951,కానుగు,,False
17952,కానుపు,,False
17953,కానుమల్లి,,False
17954,కానుమిల్లి,,False
17955,కానూరి,,False
17956,కానెల్లి,,False
17957,కాన్క,,False
17958,కాన్పుంజి,,False
17959,కాపంతము,,False
17960,కాపక్షము,,False
17961,కాపట్యము,,False
17962,కాపడము,,False
17963,కాపత,,False
17964,కాపథము,,False
17965,కాపధము,,False
17966,కాపరి,,False
17967,కాపలా,,False
17968,కాపవరపు,,False
17969,కాపాడుట,,False
17970,కాపాయము,,False
17971,కాపాలము,,False
17972,కాపాలికుడు,,False
17973,కాపి,,False
17974,కాపిలం,,False
17975,కాపిలము,,False
17976,కాపిళము,,False
17977,కాపిశాయనము,,False
17978,కాపిశేయము,,False
17979,కాపు,,False
17980,కాపుంచు,,False
17981,కాపుండు,,False
17982,కాపుకూటివేళగు,,False
17983,కాపుగంటి,,False
17984,కాపుగడ,,False
17985,కాపుగాసుడు,,False
17986,కాపుడు,,False
17987,కాపుతొడుగు,,False
17988,కాపుదనము,,False
17989,కాపుది,,False
17990,కాపురము,,False
17991,కాపురముండు,,False
17992,కాపురించు,,False
17993,కాపురుషుడు,,False
17994,కాపులు,,False
17995,కాపువాడు,,False
17996,కాపెట్టుకొని,,False
17997,కాపేయము,,False
17998,కాపేయి,,False
17999,కాపోతము,,False
18000,కాప్సికముబజ్జి,,False
18001,కాప్సికమ్‌,,False
18002,కాఫీ,,False
18003,కాఫీ కప్పు,,False
18004,కాఫీ పొడి,,False
18005,కాఫీలు,,False
18006,కాబట్టి,,False
18007,కాబట్టు,,False
18008,కాబడు,,False
18009,కాబినెట్‌ మిషన్,,False
18010,కాబులాడు,,False
18011,కాబేజీ,,False
18012,కాబోలు,,False
18013,కామ,,False
18014,కామంచి చెట్టు,,False
18015,కామంచికసువు,,False
18016,కామంచిచెట్టు,,False
18017,కామఋషి,,False
18018,కామక,,False
18019,కామకూటము,,False
18020,కామకూటుడు,,False
18021,కామకేళి,,False
18022,కామక్రీడ,,False
18023,కామచారి,,False
18024,కామటి,,False
18025,కామద ఏకాదశి,,False
18026,కామదేవుడు,,False
18027,కామదైకాదశి,,False
18028,కామధుక్కు,,False
18029,కామధేనుడు,,False
18030,కామధేనువు,,False
18031,కామధ్వంసి,,False
18032,కామన,,False
18033,కామనీకము,,False
18034,కామనీయ,,False
18035,కామనీయకము,,False
18036,కామనీయుడు,,False
18037,కామనుడు,,False
18038,కామనుము,,False
18039,కామనూరి,,False
18040,కామపాలుడు,,False
18041,కామయిత,,False
18042,కామరసికుడు,,False
18043,కామరాజు,,False
18044,కామరుసు,,False
18045,కామరూపము,,False
18046,కామరూపి,,False
18047,కామరూపుడు,,False
18048,కామరేఖ,,False
18049,కామలము,,False
18050,కామవరపు,,False
18051,కామవల్లభ,,False
18052,కామవల్లభము,,False
18053,కామవల్లభుడు,,False
18054,కామవిషయమైన,,False
18055,కామవ్రతము,,False
18056,కామశరము,,False
18057,కామసముద్రం,,False
18058,కామసూత్ర,,False
18059,కామా,,False
18060,కామాంకుశము,,False
18061,కామాంగము,,False
18062,కామాంధకారము,,False
18063,కామాంధుడు,,False
18064,కామాకు,,False
18065,కామాకులకామినీన్యాయము,,False
18066,కామాక్షమ్మ,,False
18067,కామాగ్ని,,False
18068,కామాటము,,False
18069,కామాటి,,False
18070,కామాతురము,,False
18071,కామాతురుడు,,False
18072,కామాత్ముడు,,False
18073,కామారి,,False
18074,కామాల,,False
18075,కామి,,False
18076,కామించు,,False
18077,కామితము,,False
18078,కామిని,,False
18079,కామినేని,,False
18080,కామిరెడ్డి,,False
18081,కామిలేడిపిట్ట,,False
18082,కామిశెట్టి,,False
18083,కాముకము,,False
18084,కాముకరాలు,,False
18085,కాముకి,,False
18086,కాముకుడు,,False
18087,కాముకుడైన,,False
18088,కాముకురాలు,,False
18089,కాముడు,,False
18090,కామెరూన్,,False
18091,కామేశ్వరి,,False
18092,కామేశ్వరుడు,,False
18093,కామోద్రేకము,,False
18094,కామోష్,,False
18095,కామ్యకము,,False
18096,కామ్యకర్మ,,False
18097,కామ్యకర్మలు,,False
18098,కామ్యము,,False
18099,కామ్యైకాదశి,,False
18100,కాయక,,False
18101,కాయకంటి,,False
18102,కాయకన్ను,,False
18103,కాయకము,,False
18104,కాయకవృద్ది,,False
18105,కాయగాచి,,False
18106,కాయగూరలు,,False
18107,కాయజలము,,False
18108,కాయజుడు,,False
18109,కాయదండము,,False
18110,కాయదా,,False
18111,కాయధాన్యము,,False
18112,కాయధాన్యములు,,False
18113,కాయపఱచు,,False
18114,కాయపెండలము,,False
18115,కాయబాఱు,,False
18116,కాయమాన,,False
18117,కాయమానము,,False
18118,కాయము,,False
18119,కాయములు,,False
18120,కాయలా,,False
18121,కాయవాఱు,,False
18122,కాయసంభవుడు,,False
18123,కాయసిద్ధి,,False
18124,కాయస్థుడు,,False
18125,కాయాపండా,,False
18126,కాయాలు,,False
18127,కాయిత,,False
18128,కాయిదా,,False
18129,కాయిలా,,False
18130,కాయు,,False
18131,కాయుట,,False
18132,కాయ్వు,,False
18133,కార,,False
18134,కారం,,False
18135,కారండవము,,False
18136,కారందనము,,False
18137,కారంధమి,,False
18138,కారకం,,False
18139,కారకత్వము,,False
18140,కారకము,,False
18141,కారకహేతువు,,False
18142,కారకుడు,,False
18143,కారగ్గి,,False
18144,కారడవి,,False
18145,కారడుగు,,False
18146,కారణం వలన,,False
18147,కారణగుణప్రక్రమన్యాయము,,False
18148,కారణనాశే కార్యనాశః,,False
18149,కారణభూతము,,False
18150,కారణము,,False
18151,కారణములు,,False
18152,కారణశరీరము,,False
18153,కారణాంకము,,False
18154,కారణాలు,,False
18155,కారపూస,,False
18156,కారప్పూస,,False
18157,కారయిత,,False
18158,కారయితుః కర్తృత్వన్యాయం,,False
18159,కారయితుః కర్తృత్వమ్,,False
18160,కారయిల్లు,,False
18161,కారవము,,False
18162,కారవేల్లము,,False
18163,కారాకు,,False
18164,కారాకులు,,False
18165,కారాకూరము,,False
18166,కారాగారములు,,False
18167,కారాగారాలు,,False
18168,కారాగృహము,,False
18169,కారాడ,,False
18170,కారామళ్లు,,False
18171,కారాలు,,False
18172,కారి,,False
18173,కారించు,,False
18174,కారిక,,False
18175,కారికము,,False
18176,కారికి,,False
18177,కారిచెర్ల,,False
18178,కారిజము,,False
18179,కారిపోవు,,False
18180,కారియము,,False
18181,కారు కాలము,,False
18182,కారు పంట,,False
18183,కారు మెరుపు,,False
18184,కారుఇంగువ,,False
18185,కారుకమ్ము,,False
18186,కారుకమ్మెను,,False
18187,కారుకూత,,False
18188,కారుకూరి,,False
18189,కారుకొను,,False
18190,కారుకోడి,,False
18191,కారుఖానా,,False
18192,కారుచిచ్చు,,False
18193,కారుజ,,False
18194,కారుట,,False
18195,కారుణికము,,False
18196,కారుణికుడు,,False
18197,కారుణ్యం,,False
18198,కారుణ్యపితరులు,,False
18199,కారుణ్యము,,False
18200,కారునలుపు,,False
18201,కారునీలి,,False
18202,కారునీళ్లు,,False
18203,కారునువ్వులు,,False
18204,కారునూవు,,False
18205,కారునేల,,False
18206,కారుపత్తి,,False
18207,కారుపసుపు,,False
18208,కారుపొగాకు,,False
18209,కారుపొతుల,,False
18210,కారుపోతు,,False
18211,కారుప్పు,,False
18212,కారుబోగివిత్తులు,,False
18213,కారుమంచి,,False
18214,కారుమబ్బు,,False
18215,కారుమినుము,,False
18216,కారుమూరి,,False
18217,కారుమేఘము,,False
18218,కారుమొగులు,,False
18219,కారులు,,False
18220,కారువడ్లు,,False
18221,కారువాసన,,False
18222,కారువు,,False
18223,కారువోల,,False
18224,కారుసముద్రము,,False
18225,కారుసాల,,False
18226,కారూరు,,False
18227,కారెం,,False
18228,కారెంపూడి,,False
18229,కారెడ్ల,,False
18230,కారెనుము,,False
18231,కారెము,,False
18232,కారోత్తమము,,False
18233,కారోత్తరము,,False
18234,కార్కశ్యము,,False
18235,కార్కొను,,False
18236,కార్కోటకి,,False
18237,కార్ఖానా,,False
18238,కార్చిచ్చు,,False
18239,కార్చు,,False
18240,కార్జము,,False
18241,కార్తవీర్యార్జునుడు,,False
18242,కార్తవీర్యుడు,,False
18243,కార్తవ్యము,,False
18244,కార్తస్వరము,,False
18245,కార్తాంతికుడు,,False
18246,కార్తిక శుక్ల ఏకాదశి,,False
18247,కార్తికేయుడు,,False
18248,కార్తీక పౌర్ణమి,,False
18249,కార్తీక బహుళ ఏకాదశి,,False
18250,కార్తీక మాసము,,False
18251,కార్తీక శుద్ధ ఏకాదశి,,False
18252,కార్తీకమాసము,,False
18253,కార్తీకేయుడు,,False
18254,కార్తె,,False
18255,కార్పటికుడు,,False
18256,కార్పణ్యము,,False
18257,కార్పాసము,,False
18258,కార్పాసరక్తతాన్యాయము,,False
18259,కార్పాసి,,False
18260,కార్పి,,False
18261,కార్పొరేషన్,,False
18262,కార్బన్,,False
18263,కార్బన్-12,,False
18264,కార్బన్-13,,False
18265,కార్బన్-14,,False
18266,కార్బాక్సిలిక్ ఆమ్లం,,False
18267,కార్మికుడు,,False
18268,కార్యంపూడి,,False
18269,కార్యకత్తె,,False
18270,కార్యకర్తృత్వము,,False
18271,కార్యకలాపము,,False
18272,కార్యకారణన్యాయం,,False
18273,కార్యకారణన్యాయము,,False
18274,కార్యకారి,,False
18275,కార్యకాలము,,False
18276,కార్యక్రమం,,False
18277,కార్యక్రమము,,False
18278,కార్యగౌరవము,,False
18279,కార్యచింతకుడు,,False
18280,కార్యచింతనము,,False
18281,కార్యబలగం,,False
18282,కార్యభారము,,False
18283,కార్యము,,False
18284,కార్యవిపత్తి,,False
18285,కార్యశేషము,,False
18286,కార్యసాధకుడు,,False
18287,కార్యసిద్ధి,,False
18288,కార్యస్థానము,,False
18289,కార్యహంత,,False
18290,కార్యాచరణ,,False
18291,కార్యాచరణ ప్రణాళిక,,False
18292,కార్యారంభం,,False
18293,కార్యార్థిన్యాయము,,False
18294,కార్యాలయ సామాగ్రి,,False
18295,కార్యాలయం,,False
18296,కార్యాలయము,,False
18297,కార్యాలయాలు,,False
18298,కార్యేణ కారణసమ్ప్రత్యయః,,False
18299,కార్ల,,False
18300,కార్షకుడు,,False
18301,కార్షికము,,False
18302,కార్షుడు,,False
18303,కార్సి,,False
18304,కాఱియ,,False
18305,కాఱియపడు,,False
18306,కాఱియపెట్టు,,False
18307,కాఱు,,False
18308,కాఱుకూతలు,,False
18309,కాఱుకొను,,False
18310,కాఱుచు,,False
18311,కాఱుట,,False
18312,కాఱుపసుపు,,False
18313,కాఱొడ్డెము,,False
18314,కాల,,False
18315,కాల భైరవుడు,,False
18316,కాలంచేసుట,,False
18317,కాలంశెట్టి,,False
18318,కాలకంఠము,,False
18319,కాలకంఠుడు,,False
18320,కాలకము,,False
18321,కాలకరణము,,False
18322,కాలకవి,,False
18323,కాలకూటము,,False
18324,కాలకూటవిషము,,False
18325,కాలకృత్తుడు,,False
18326,కాలకేయులు,,False
18327,కాలకౌశికుఁడు,,False
18328,కాలకౌశికుడు,,False
18329,కాలక్రమము,,False
18330,కాలక్రమేణ,,False
18331,కాలక్రయము,,False
18332,కాలక్షేపము,,False
18333,కాలఖండము,,False
18334,కాలగతి,,False
18335,కాలగోచిదారి,,False
18336,కాలచక్రం,,False
18337,కాలజ్ఞము,,False
18338,కాలజ్ఞానం,,False
18339,కాలజ్ఞానము,,False
18340,కాలజ్ఞానియైన,,False
18341,కాలజ్ఞానులు,,False
18342,కాలజ్ఞాము,,False
18343,కాలజ్ఞుడు,,False
18344,కాలటుక,,False
18345,కాలడము,,False
18346,కాలత్రయము,,False
18347,కాలదండము,,False
18348,కాలదన్ను,,False
18349,కాలదన్నుట,,False
18350,కాలధర్మము,,False
18351,కాలపక్వము,,False
18352,కాలపత్రి,,False
18353,కాలపరిమితి,,False
18354,కాలపాశము,,False
18355,కాలపృష్ఠము,,False
18356,కాలబవి బ్రాహ్మణము,,False
18357,కాలమానము,,False
18358,కాలమానాలు,,False
18359,కాలమానిని,,False
18360,కాలములు,,False
18361,కాలమృత్యువు,,False
18362,కాలయంత్రం,,False
18363,కాలయాపన,,False
18364,కాలయాపనము,,False
18365,కాలరాత్రి,,False
18366,కాలరి,,False
18367,కాలరు,,False
18368,కాలవ,,False
18369,కాలవహ్ని,,False
18370,కాలవిలంబము,,False
18371,కాలవృష్టము,,False
18372,కాలవృష్ఠము,,False
18373,కాలసర్పము,,False
18374,కాలసూత్రము,,False
18375,కాలస్కంధము,,False
18376,కాలస్వరూపుడు,,False
18377,కాలహరణము,,False
18378,కాలాంతకుడు,,False
18379,కాలాగ్ని,,False
18380,కాలాగ్ని భువనము,,False
18381,కాలాగ్నిభువనము,,False
18382,కాలాతీతము,,False
18383,కాలానిలము,,False
18384,కాలాయనము,,False
18385,కాలార్కుడు,,False
18386,కాలి,,False
18387,కాలింగము,,False
18388,కాలింగుడు,,False
18389,కాలింది,,False
18390,కాలిక,,False
18391,కాలికంచము,,False
18392,కాలికము,,False
18393,కాలిగుంజ,,False
18394,కాలిజోడు,,False
18395,కాలిత్రోవ,,False
18396,కాలిదోవ,,False
18397,కాలినడ,,False
18398,కాలిపట్ట,,False
18399,కాలిపిక్క,,False
18400,కాలిపుట్టువు,,False
18401,కాలిప్లవర్,,False
18402,కాలిప్లవర్ పకోడ,,False
18403,కాలిఫోర్నియం,,False
18404,కాలిబంటు,,False
18405,కాలిబాట,,False
18406,కాలిబోను,,False
18407,కాలియ,,False
18408,కాలివేళ్లు,,False
18409,కాలీ,,False
18410,కాలీఫ్లవరు,,False
18411,కాలీఫ్లవర్‌,,False
18412,కాలీయ,,False
18413,కాలీయము,,False
18414,కాలీయుడు,,False
18415,కాలు,,False
18416,కాలుఁడు,,False
18417,కాలుచు,,False
18418,కాలుజారు,,False
18419,కాలుజారుట,,False
18420,కాలుట,,False
18421,కాలుడు,,False
18422,కాలుత్రొక్కు,,False
18423,కాలుదివిటి,,False
18424,కాలుదివియ,,False
18425,కాలుద్రవ్వు,,False
18426,కాలుద్రొక్కు,,False
18427,కాలుద్రోసిపోవు,,False
18428,కాలునట్టి,,False
18429,కాలుబలము,,False
18430,కాలుమడి,,False
18431,కాలుమడుచు,,False
18432,కాలుమానిసి,,False
18433,కాలుమీద కాలేసుకుని కూసుండుడు,,False
18434,కాలువగట్టు,,False
18435,కాలువలు,,False
18436,కాలువు,,False
18437,కాలెపు,,False
18438,కాలే గుణము,,False
18439,కాలే స్వభావము,,False
18440,కాలేయము,,False
18441,కాలేయములు,,False
18442,కాలోచితము,,False
18443,కాల్చివేఁత,,False
18444,కాల్చుట,,False
18445,కాల్పనికము,,False
18446,కాల్బలము,,False
18447,కాల్యము,,False
18448,కాల్లురెక్కలుఆడేదాక,,False
18449,కాల్వ,,False
18450,కాల్వరు,,False
18451,కాల్వురు,,False
18452,కాల్షియం,,False
18453,కాల్షియం-40,,False
18454,కాల్షియం-42,,False
18455,కాల్షియం-43,,False
18456,కాల్షియం-44,,False
18457,కాల్షియం-45,,False
18458,కాల్షియం-46,,False
18459,కాల్షియం-48,,False
18460,కాల్షియమ్,,False
18461,కాల్సిఫెరాల్,,False
18462,కాళంజి,,False
18463,కాళనాధభట్టు,,False
18464,కాళనాధభట్ల,,False
18465,కాళము,,False
18466,కాళహస్తి,,False
18467,కాళాగజ్జె,,False
18468,కాళింగము,,False
18469,కాళింగి,,False
18470,కాళిందీభేదనుడు,,False
18471,కాళిందీసువు,,False
18472,కాళిక,,False
18473,కాళికాదేవి,,False
18474,కాళికొమ్ము,,False
18475,కాళిదాసు,,False
18476,కాళిదాసుడు,,False
18477,కాళియ,,False
18478,కాళీయుడు,,False
18479,కాళేశ్వరము,,False
18480,కాళోజీ,,False
18481,కాళ్లగొళ్లు,,False
18482,కాళ్లాడకపోవు,,False
18483,కాళ్ళ,,False
18484,కాళ్ళకట్ట,,False
18485,కాళ్ళకూరి,,False
18486,కాళ్ళగజ్జెలు,,False
18487,కాళ్ళజెర్రి,,False
18488,కాళ్ళావేళ్ళబడు,,False
18489,కాళ్ళు,,False
18490,కాళ్ళూరి,,False
18491,కావచికము,,False
18492,కావచ్చు,,False
18493,కావటి,,False
18494,కావడి,,False
18495,కావడిపెట్టె,,False
18496,కావరము,,False
18497,కావరి,,False
18498,కావరించు,,False
18499,కావరుడు,,False
18500,కావల,,False
18501,కావలము,,False
18502,కావలయు,,False
18503,కావలసిన,,False
18504,కావలి,,False
18505,కావలికాడు,,False
18506,కావలిబొట్టు,,False
18507,కావలిలేని,,False
18508,కావలివాడు,,False
18509,కావలెను,,False
18510,కావా,,False
18511,కావారి,,False
18512,కావాల,,False
18513,కావాలనే,,False
18514,కావాలి,,False
18515,కావాలె,,False
18516,కావి,,False
18517,కావించు,,False
18518,కావించుట,,False
18519,కావిగొను,,False
18520,కావిచీర,,False
18521,కావిడి,,False
18522,కావితాలుపు,,False
18523,కావిరంగు,,False
18524,కావిరి,,False
18525,కావిరిబొట్టు,,False
18526,కావిఱయి,,False
18527,కావు,,False
18528,కావుటూరు,,False
18529,కావున,,False
18530,కావుపాతర,,False
18531,కావూరి,,False
18532,కావేరినది,,False
18533,కావేషము,,False
18534,కావ్య భాష,,False
18535,కావ్య భాషలు,,False
18536,కావ్య మహర్షి,,False
18537,కావ్యములు,,False
18538,కావ్యరీతిత్రయము,,False
18539,కావ్యవృత్తి చతుష్టయము,,False
18540,కావ్యవృత్తిచతుష్టయము,,False
18541,కావ్యాలు,,False
18542,కావ్యుడు,,False
18543,కావ్వరీతి త్రయములు,,False
18544,కాశము,,False
18545,కాశి,,False
18546,కాశికేనము,,False
18547,కాశితుమ్మి,,False
18548,కాశిన,,False
18549,కాశిరాజు,,False
18550,కాశిరెడ్డి,,False
18551,కాశిసంకటము,,False
18552,కాశీ,,False
18553,కాశీచెంబు,,False
18554,కాశీనాథుడు,,False
18555,కాశీనాధుని,,False
18556,కాశీపురాణము,,False
18557,కాశీభట్ట,,False
18558,కాశీయాత్ర,,False
18559,కాశీరత్నము,,False
18560,కాశీవిశాలాక్షి,,False
18561,కాశ్మరి,,False
18562,కాశ్మీరము,,False
18563,కాశ్యపనందనుడు,,False
18564,కాశ్యపి,,False
18565,కాశ్యపుడు,,False
18566,కాశ్యపేయుడు,,False
18567,కాషాయము,,False
18568,కాష్ట,,False
18569,కాష్టం,,False
18570,కాష్టకుట్టము,,False
18571,కాష్టమగు,,False
18572,కాష్టము,,False
18573,కాష్ఠ,,False
18574,కాష్ఠతషుడు,,False
18575,"కాష్ఠమఠి,",,False
18576,కాష్ఠము,,False
18577,కాసంత,,False
18578,కాసము,,False
18579,కాసరనేని,,False
18580,కాసరము,,False
18581,కాసరవడ్లు,,False
18582,కాసరికుండలు,,False
18583,కాసా,,False
18584,కాసారం,,False
18585,కాసారపు,,False
18586,కాసారము,,False
18587,కాసించు,,False
18588,కాసీడు,,False
18589,కాసీనము,,False
18590,కాసీసము,,False
18591,కాసుకో,,False
18592,కాసుల,,False
18593,కాసులపేరు,,False
18594,కాసులు,,False
18595,కాసె,,False
18596,కాసెకోక,,False
18597,కాసెపోసికట్టు,,False
18598,కాసెయలి,,False
18599,కాసెవాడు,,False
18600,కాసెవోయు,,False
18601,కాస్టనెట్స్,,False
18602,కాస్త,,False
18603,కాస్త కూస్తా,,False
18604,కాస్తకూస్త,,False
18605,కాస్తా,,False
18606,కాస్తీరము,,False
18607,కాస్పియన్ సముద్రం,,False
18608,కాహళ,,False
18609,కాహళము,,False
18610,కి మజ్ఞస్య దుష్కరమ్,,False
18611,కి మార్ద్రకవణిజో వహిత్రచిన్తయా,,False
18612,కింక,,False
18613,కింకటచేయు,,False
18614,కింకపెట్టు,,False
18615,కింకర,,False
18616,కింకరత,,False
18617,కింకరము,,False
18618,కింకరి,,False
18619,కింకరుడు,,False
18620,కింకరులు,,False
18621,కింకవాయువు,,False
18622,కింకింరుడు,,False
18623,కింకిణి,,False
18624,కింకిరము,,False
18625,కింకిరాటుడు,,False
18626,కింకిరాతము,,False
18627,కింకిరాతుడు,,False
18628,కింకిరి,,False
18629,కింకిరిపడు,,False
18630,కింకిరిపాటు,,False
18631,కింకిరుడు,,False
18632,కింక్షణుడు,,False
18633,కింగిరి,,False
18634,కించ,,False
18635,కించనము,,False
18636,కించపడు,,False
18637,కించపరచు,,False
18638,కించాటు,,False
18639,కించిత్తు,,False
18640,కించిద్విలగ్న,,False
18641,కించు,,False
18642,కించుదనము,,False
18643,కించులికము,,False
18644,కింజరాపు,,False
18645,కింజల్కము,,False
18646,కింజుడు,,False
18647,కింతాడ,,False
18648,కింద,,False
18649,కిందకు,,False
18650,కిందట,,False
18651,కిందమ మహర్షి,,False
18652,కిందికి,,False
18653,కింపచానుడు,,False
18654,కింపరాటుడు,,False
18655,కింపాకము,,False
18656,కింపిరాటుడు,,False
18657,కింపురుషము,,False
18658,కింపురుషుడు,,False
18659,కింపురుషులు,,False
18660,కింవదంతి,,False
18661,కింశుకము,,False
18662,కిక,,False
18663,కికి,,False
18664,కికీదివి,,False
18665,కికురించు,,False
18666,కికురింత,,False
18667,కికురుపెట్టు,,False
18668,కికురువెట్టు,,False
18669,కిక్కస,,False
18670,కిక్కిరిసిన,,False
18671,కిక్కిఱించు,,False
18672,కిక్కిఱిబిక్కిరిమాటలు,,False
18673,కిక్కిఱియు,,False
18674,కిక్కిసగడ్డి,,False
18675,కిక్కు,,False
18676,కిక్కురించు,,False
18677,కిగాణి,,False
18678,కిగ్గాడి,,False
18679,కిఙ్కరస్థానే కిఙ్కరద్వయనివేశనమ్,,False
18680,కిచకిచ,,False
18681,కిచకిచలాడు,,False
18682,కిచకిచలాడుట,,False
18683,కిచకిచలు,,False
18684,కిచకొట్టు,,False
18685,కిచిడి,,False
18686,కిచ్చడి,,False
18687,కిచ్చిలి,,False
18688,కిచ్చిలిపండు,,False
18689,కిటకము,,False
18690,కిటకి,,False
18691,కిటకిటలాడు,,False
18692,కిటి,,False
18693,కిటికి,,False
18694,కిటికీ,,False
18695,కిటుకు,,False
18696,కిట్ట,,False
18697,కిట్టవర్జితము,,False
18698,కిట్టాలము,,False
18699,కిట్టిమము,,False
18700,కిట్టు,,False
18701,కిడతందా,,False
18702,కిణకిణలాడు,,False
18703,కిణము,,False
18704,కిత,,False
18705,కితకిత,,False
18706,కితకితలు,,False
18707,కితకితలు పెట్టు,,False
18708,కితనము,,False
18709,కితపము,,False
18710,కితపుడు,,False
18711,కితమాలిపోవు,,False
18712,కితవము,,False
18713,కితవుడు,,False
18714,కితాబు,,False
18715,కిత్త,,False
18716,కిత్తనార,,False
18717,కిత్తనారబట్ట,,False
18718,కిత్తలనార,,False
18719,కిత్తలి,,False
18720,కిత్తాను,,False
18721,కిత్తి,,False
18722,కిత్తు,,False
18723,కిదుకు,,False
18724,కినవడు,,False
18725,కినాల,,False
18726,కినాశుడు,,False
18727,కినియు,,False
18728,కినుకకాడు,,False
18729,కినుపు,,False
18730,కినువడు,,False
18731,కిన్క,,False
18732,కిన్నరుడు,,False
18733,కిన్నరులు,,False
18734,కిన్నరేశుడు,,False
18735,కిన్నెర,,False
18736,కిన్నెరకంఠి,,False
18737,కిపాయతు,,False
18738,కిమరులు,,False
18739,కిమిల,,False
18740,కిమ్మ,,False
18741,కిమ్మతు,,False
18742,కిమ్మత్తు,,False
18743,కిమ్మీర,,False
18744,కిమ్మీరము,,False
18745,కిమ్మీరుడు,,False
18746,కియా,,False
18747,కియోగా సరస్సు,,False
18748,కియ్య,,False
18749,కిరకిర,,False
18750,కిరకుడు,,False
18751,కిరణజన్య సంయోగ క్రియ,,False
18752,కిరణమాలి,,False
18753,కిరణము,,False
18754,కిరణశలాక,,False
18755,కిరము,,False
18756,కిరస్తాను,,False
18757,కిరాకత్వము,,False
18758,కిరాటుడు,,False
18759,కిరాణా,,False
18760,కిరాతకం,,False
18761,కిరాతకము,,False
18762,కిరాతకుడు,,False
18763,కిరాతార్జునీయము,,False
18764,కిరాతి,,False
18765,కిరాతిని,,False
18766,కిరాతుడు,,False
18767,కిరాతై ర్హన్తుం శక్యోఽపి సింహో మహ ద్వనం శరణం ప్రవిశ్య దురాధర్ష స్తేభ్యో నబిభేతి,,False
18768,కిరానా,,False
18769,కిరాయి,,False
18770,కిరాయి హంతకుడు,,False
18771,కిరాయిలు,,False
18772,కిరి,,False
18773,కిరికిరి,,False
18774,కిరిబతి,,False
18775,కిరిబాతి,,False
18776,కిరియ,,False
18777,కిరియు,,False
18778,కిరీటము,,False
18779,కిరీటిపచ్చ,,False
18780,కిరును,,False
18781,కిరుసు,,False
18782,కిరోసిన్ ఆయిల్,,False
18783,కిర్గిజిస్తాన్,,False
18784,కిర్గిజ్ రిపబ్లిక్,,False
18785,కిర్రెక్కించు,,False
18786,కిర్లంపల్లి,,False
18787,కిర్లి,,False
18788,కిఱకిఱ,,False
18789,కిఱుకు,,False
18790,కిఱుదు,,False
18791,కిఱ్ఱు,,False
18792,కిఱ్ఱుజెప్పు,,False
18793,కిఱ్ఱున,,False
18794,కిఱ్ఱుమాను,,False
18795,కిలకించితము,,False
18796,కిలకిల,,False
18797,కిలకిలలాడు,,False
18798,కిలకిలలు,,False
18799,కిలకొట్టు,,False
18800,కిలపర్తి,,False
18801,కిలము,,False
18802,కిలాడి,,False
18803,కిలాతము,,False
18804,కిలారము,,False
18805,కిలారి,,False
18806,కిలారించు,,False
18807,కిలారు,,False
18808,కిలారుచు,,False
18809,కిలార్చి,,False
18810,కిలార్చు,,False
18811,కిలాసము,,False
18812,కిలాసి,,False
18813,కిలింజకము,,False
18814,కిలికించితము,,False
18815,కిలికించితము.,,False
18816,కిలుము,,False
18817,కిలేస,,False
18818,కిలో,,False
18819,కిలోమీటర్,,False
18820,కిల్బిషము,,False
18821,కిల్ల,,False
18822,కిల్లంపల్లి,,False
18823,కిల్లంశెట్టి,,False
18824,కిల్లాకు,,False
18825,కిల్లాడి,,False
18826,కిల్లి,,False
18827,కిళాంబి,,False
18828,కిళ్లీ,,False
18829,కిళ్ళీ,,False
18830,కివకివ,,False
18831,కివ్వు,,False
18832,కిశోరము,,False
18833,కిశోరములు,,False
18834,కిశోరాలు,,False
18835,కిశోరుడు,,False
18836,కిష్కిందకాండము,,False
18837,కిష్కింధ,,False
18838,కిష్కువు,,False
18839,కిసంత,,False
18840,కిసమస,,False
18841,కిసరు,,False
18842,కిసరుపడు,,False
18843,కిసలము,,False
18844,కిసలయము,,False
18845,కిసుక్కున,,False
18846,కిసుమీను,,False
18847,కిసోరము,,False
18848,కిస్తి,,False
18849,కిస్తిబంది,,False
18850,కిస్తీ,,False
18851,కిస్తు,,False
18852,కీ,,False
18853,కీఁచులాట,,False
18854,కీక,,False
18855,కీకటము,,False
18856,కీకటుడు,,False
18857,కీకరారణ్యం,,False
